name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,industry_priority,recommended_service,source,scraped_at
Napoleon Hotel,hotel,Beirut,LB,"Nehme Yafet, Bayrut, Lebanon",33.897331199999996,35.479969,01 340 013,,http://www.napoleonbeirut.com/,True,,,3.4,554,3,high,Reputation + SEO turnaround,google_places|osm,2026-05-04T11:47:22.394171Z
A New Earth Organic Store,supermarket,Beirut,LB,شارع زهرة الإحسان,33.8897362,35.5174801,+961 1 219 920,,https://www.anewearth.net/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
تي إس سي بلوس,supermarket,Mount Lebanon,LB,"Al Sayyad Round About, Baabda",33.8543472,35.5347045,+961 5 955 200,,https://www.sultan-center.com/Default.aspx?pageId=525,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Grand Hills,hotel,Mount Lebanon,LB,"Charkieh Main Road, Broumana",33.8770925,35.6241206,+961 4 868 888,reservations.grandhills@luxurycollection.com,https://www.marriott.com/hotels/travel/beylc-grand-hills-a-luxury-collection-hotel-and-spa-broumana/,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
The Peninsula,restaurant,Mount Lebanon,LB,,33.9470802,35.5937397,+961 4 540 240,info@thepeninsula.com.lb,https://www.thepeninsula.com.lb/,True,https://m.facebook.com/thepeninsularestaurantandgardens/,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
بابل,restaurant,Mount Lebanon,LB,,33.9414709,35.5920544,+9614546546,,https://www.babelrestaurant.com/,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
صالح ديكو,furniture,Beirut,LB,"شارع ألفريد نقاش, بيروت",33.8824458,35.5209111,+961 1 398 449,info@salehdeo.com,https://salehdeco.com/,True,SalehDecosal,,,,5,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مستشفى سيدة المعونات جبيل,hospital,North Lebanon,LB,,34.1281622,35.6588606,+961 9 940 400,info@chu-nds.org,http://chu-nds.org/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Université Libano-Française,university,North Lebanon,LB,"Boulevard Béchara el Khoury, Tripoli",34.4286331,35.8322329,+961 6 425 608;+961 6 425 609,info@ulf.edu.lb,http://ulf.edu.lb/,True,,,,,4,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Storiom - Supercenter,department_store,Mount Lebanon,LB,Main، Lebanon,33.9206177,35.6305845,04 922 934,info@storiomsaliba.com,http://www.storiom.com.lb/,True,,,4.4,1431,4,medium,Discovery call - scope the right service,google_places|osm,2026-05-04T11:47:22.394171Z
مستشفى مظلوم,hospital,North Lebanon,LB,"شارع أشرف كبارة, طرابلس",34.431834,35.8327696,+9616410025,info@newmazloum.com,http://newmazloum.com,True,https://www.facebook.com/newmazloumhospital,,,,5,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
دي آش إل,post_office,Beirut,LB,"شارع الأمير بشير, بيروت",33.8946945,35.5057092,+9611629700,,http://dhl.com.lb,False,,,,,3,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
SSCC Bikfaya,school,Mount Lebanon,LB,,33.9210126,35.6820619,+961 4 980 510,,http://www.bikfaya.sscc.edu.lb/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Hilton Beirut Habtoor Grand,hotel,Beirut,LB,"Charles De Gaulle Street, Beyrouth",33.869416,35.5372243,+961 1 500 666,BeirutHabtoorGrand.Information@hilton.com,https://www.hilton.com/en/hotels/beyhghi-hilton-beirut-habtoor-grand,True,http://www.facebook.com/HiltonBeirutHabtoorGrand,https://instagram.com/hiltonbeirut,,,5,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مجموعة البضن,clothes,North Lebanon,LB,طريق البحر,34.4478986,35.825643,+9616600558,info@bodongroup.com,http://www.bodongroup.com,False,,,,,4,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Media Square,photo,Mount Lebanon,LB,جل الديب,33.906883,35.5857298,+9614719919,info@mediasquare.tv,https://www.mediasquare.tv/,True,,,,,4,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مطعم برج,restaurant,Beirut,LB,,33.848684,35.4926971,+9611453777,info@bridgerest.net,http://www.bridgerest.net,False,,,,,3,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
M.K Trading,pharmacy,Mount Lebanon,LB,أتستراد البحر,33.897316,35.5584158,+9611876037,michoco50@hotmail.com,http://www.chocoreyo.com,False,,,,,4,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
الإغاثة الأولية الدولية,community_centre,South Lebanon,LB,طريق البحر,33.5674467,35.3816813,+9617733253,lib.hob.sai@pu-ami.org,http://www.premier-urgence.org,False,,,,,4,low,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Zen Spa,cosmetics,Bekaa,LB,Ksara round point,33.8223529,35.8892255,+9618507906,info@zenspalebanon.com,http://www.zenspalebanon.com,False,,,,,4,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Chezena,beauty,Bekaa,LB,ksara round point,33.8229535,35.8901946,+961 8 507 860,info@chezena.com,http://www.chezena.com,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مستشفى سرحال,hospital,Mount Lebanon,LB,,33.9149893,35.6085047,+9614405050,h.serhal@sodetel.net.lb,http://www.hopitaldrsserhal.com/,True,https://m.facebook.com/profile.php?id=551897948172594,,,,4,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
شركة دريلرز,hardware,North Lebanon,LB,الثقافة,34.4404609,35.8384828,+9616425054,,http://www.drillerz.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مطعم كرم,restaurant,Akkar,LB,"طريق كفرنون القطلبة, القبيات",34.5676287,36.2809484,+9616350227,info@karams.org,http://www.karams.org,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
KBC Workwear,tailor,Mount Lebanon,LB,,33.9657284,35.6169879,+9619219811,info@kbcworkwear.com,http://www.kbcworkwear.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مركز فرح العطاء كفيفان,community_centre,North Lebanon,LB,Kafifane Road,34.2316832,35.7175332,+9616721114,kfifane@offrejoie.org,https://www.offrejoie.org/,True,,,,,4,low,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
White City,convenience,Mount Lebanon,LB,Abi El-Lameh Street,33.890727,35.567844,+9611886880,,http://whitecity.com,False,,,,,3,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
منزل أبي راشد,guest_house,North Lebanon,LB,Dahr El-Arbeh,34.2340397,35.7157337,+9616720323,mhabeeabirached@gmail.com,https://www.couchsurfing.com/people/mhabe-camil-abirached,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
أندريه مارشا,jewelry,Beirut,LB,"55, Selim Abdel Adi",33.8905356,35.5141194,+9611337077,,https://www.andremarcha.com,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
سي سويت,convenience,Beirut,LB,"1 طريق, سن الفيل",33.8733363,35.5414282,+9611512225,info@seasweet.com,https://www.seasweet.com/,True,,,,,4,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
إميليو,confectionery,Mount Lebanon,LB,شارع 72,33.8423508,35.5326813,+9615460158,,http://www.emilioshop.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Primutech s.a.r.l.,electronics,Mount Lebanon,LB,Akram Radwan str.,33.7914152,35.485847,+9615811013,,http://wwe.primutech.com,False,,,,,3,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
فتدق ديو روي,hotel,Beirut,LB,,33.8915246,35.5105761,+961 1 798 801,,http://www.duroyhotel.com,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Bay Rock,restaurant,Beirut,LB,شارع فرسان الهيكل,33.8906881,35.4716054,+961 1 796 700,,https://bayrockcafe.com/,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Jean-Claude,restaurant,Beirut,LB,"Achrafieh Debbas, بيروت",33.8922174,35.5194833,+9611333532,info@breakfast-barn.com,https://www.breakfast-barn.com/,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Kampaï,restaurant,Beirut,LB,شارع رفيق سلوم,33.8991653,35.5006417,+961 1 999 093,,http://www.kampai.co,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
شركة برودانت,dentist,Beirut,LB,,33.8829203,35.525581,+9614717332,,https://prodent-me.com/,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Roland El Murr,driving_school,Beirut,LB,,33.8867924,35.5283434,+9611326200,,https://www.facebook.com/pages/Roland-El-Murr-Driving-School,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Librairie Freiha,stationery,Beirut,LB,"شارع ساسين, الاشرفية",33.8859181,35.520522,+9611324204,info@frayhamedia.com,http://www.frayhamedia.com,True,,,,,4,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
فرن الوفاء,bakery,South Lebanon,LB,طريق صيدا القديمة,33.8680505,35.5160366,+961 1 383 675,,http://alwafaabakery.com/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Socrate Restaurant,restaurant,Beirut,LB,"شارع 64, بيروت",33.8660247,35.487544,+961 1 846646,,https://www.socrate.com,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Crepaway,restaurant,Beirut,LB,Hamra Street,33.8963489,35.4783316,+961 1 289 389,,http://www.crepaway.com/,True,https://m.facebook.com/crepaway/,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Carrefour,supermarket,Beirut,LB,,33.8610892,35.5296799,+961 1 296 300,,https://www.carrefourlebanon.com/,False,,,,,2,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Mr. Brown,restaurant,Beirut,LB,جادة إلياس سركيس,33.8867289,35.5176563,+9611745545,,https://mrbrowndiner.com/,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
المدرسة الأنطوانيّة - جمهور,school,Mount Lebanon,LB,,33.8271998,35.5601773,+961 5 453 233,info@antonines-hazmieh.edu.lb,https://www.antonines-hazmieh.edu.lb/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
كمبيوتر أيكو,computer,Mount Lebanon,LB,طريق ميرنا الشالوحي,33.8853399,35.5468393,+9611488106,,http://www.computerecho.com,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Toy House,toys,Mount Lebanon,LB,"أتستراد البحر, عاليه",33.8065061,35.5999714,+961 5 558 124,toyhouse-lb@hotmail.com,http://www.toyhouse-lb.com,False,,,,,4,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
عيادة بيروت للعيون دكتور الكسندر عاصي,clinic,Beirut,LB,جادة سامي الصلح,33.8751539,35.5181241,+9611399299,,http://www.beiruteyeclinic.com/,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Basic Outlet,variety_store,Beirut,LB,,33.8528812,35.5383466,+961 5 953 140,,https://basicoutletstores.com/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
The Capital Insurance and Reinsurance,service,Beirut,LB,"Mar Maroun, Bayrut 00055513, Lebanon",33.8726379,35.5398461,01 486 686,capital@capital-cir.com,http://www.capital-cir.com/,True,,,4.3,44,4,low,Discovery call - scope the right service,google_places|osm,2026-05-04T11:47:22.394171Z
الصفارية,hotel,Mount Lebanon,LB,,34.0141934,35.6555915,+9619921066,info@hotelloriot.com,http://www.hotelloriot.com,False,,,,,3,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Tartina Di Mare,restaurant,Mount Lebanon,LB,,33.9799744,35.627054,+9619912292,,http://www.tartinadimare.com,False,,,,,2,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Wooden Bakery - Bikfaya,bakery,Mount Lebanon,LB,"WM9G+35Q, Bikfaiya, Lebanon",33.9177209,35.6754848,04 984 121,,http://www.woodenbakery.com/,True,,,4,341,3,medium,Discovery call - scope the right service,google_places|osm,2026-05-04T11:47:22.394171Z
Malak Al Tawouk,fast_food,North Lebanon,LB,,34.1233908,35.6535674,+9619228005,,http://www.malakaltawouk.com/,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
السوق الحرة بيروت,mall,Mount Lebanon,LB,,33.8256133,35.4923154,+961 1 629 520,,http://www.beirutdutyfree.com/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
بنك البحر المتوسط,bank,Mount Lebanon,LB,,33.8253338,35.4937038,+961 1 629 360,,https://www.bankmed.com.lb/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Cnam University Bikfaya,university,Mount Lebanon,LB,,33.9170663,35.6765279,+9614981321,,http://www.cnam-liban.fr/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
بيتزا هت,restaurant,Mount Lebanon,LB,,33.9254009,35.632545,+961 4 928 581,,https://www.pizzahut-lb.com/,False,,,,,2,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Domino's,fast_food,Mount Lebanon,LB,,33.9239289,35.6150585,+961 4 924 222,,https://www.dominos.com.lb/ar/,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Fahed Supermarket - Mtayleb,supermarket,Mount Lebanon,LB,"WJF6+FFJ, Mtaileb, Lebanon",33.9237095,35.6111453,04 521 003,,https://m.facebook.com/fahedyourcenter/,True,,,4.1,738,3,medium,"RTYLR commerce OS (POS, online ordering, CRM)",google_places|osm,2026-05-04T11:47:22.394171Z
Sleep Comfort Grand Magasin,department_store,Beirut,LB,Rue El Khodr,33.8996986,35.5338621,+9611444444,,https://sleepcomfort.com/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Porky's,butcher,Mount Lebanon,LB,,33.9916015,35.6511567,+961 9 933 323,info@porkyslebanon.com,http://www.porkyslebanon.com/,True,,https://www.instagram.com/porkyslebanon/,,,4,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Azrak,ice_cream,Mount Lebanon,LB,"70, Azrak",33.89058,35.6677389,+9614821118,Riri@azrak.biz,http://azrak.biz,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
سورجل فرن الشباك,ice_cream,Beirut,LB,طريق الشام,33.8695835,35.5252482,+9611290902,,https://www.zomato.com/beirut/surgel-furn-el-chebbak-baabda-district,False,,,,,3,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
تصوير,photo,Beirut,LB,,33.8912398,35.5146904,+9611202996,,http://www.taswir.com/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Club de Campagne Ehden,hotel,North Lebanon,LB,,34.2902949,35.9475499,+961 6 560 651,info@ehdencountryclubhotel.com,http://www.ehdencountryclubhotel.com,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مدرسة القديسة ريتا,school,Mount Lebanon,LB,الضبية,33.9446192,35.5932199,+961 4 544 125,,http://ecolesainterita.edu.lb/,False,,,,,3,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
Jabal Amel Hospital - مستشفى جبل عامل,hospital,South Lebanon,LB,"76H9+87M صور - عباسية، جل البحر, Abbassiyé, Lebanon",33.2783125,35.2181875,07 740 343,,http://jabalamelhospital.com/,True,,,3.8,72,3,medium,Reputation + SEO turnaround,google_places|osm,2026-05-04T11:47:22.394171Z
Randa Tabbah Jewelry,jewelry,Beirut,LB,شارع مريم جحشان,33.889671,35.5189105,+961 1 215 288,info@randatabbah.com,https://www.randatabbah.com/,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Randa Tabbah Jewelry,jewelry,Beirut,LB,شارع المخلصية,33.8940078,35.508219,+9611975030,info@randatabbah.com,https://www.randatabbah.com/,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
بقجة,furniture,Beirut,LB,,33.8939076,35.508164,+961 1 975976,info@bokja.com,http://www.bokja.com,False,,,,,3,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
مستشفى الساحل العام,hospital,Beirut,LB,Dergham street,33.8579454,35.5036632,+961 1 858 333,info@sahelhospital.com.lb,https://www.sahelhospital.com/ar,False,,,,,4,medium,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
BMG - Bikhazi Medical Group,hospital,Beirut,LB,"Beirut, Lebanon",33.898572,35.4841872,01 742 140,,http://www.bmg.com.lb,True,,,3.9,16,3,medium,SEO audit + visibility upgrade,google_places|osm,2026-05-04T11:47:22.394171Z
خوري كلينرز,laundry,Mount Lebanon,LB,,33.8630954,35.5493986,+961 1 689 629,,https://www.khourycleaners.com/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
CTS travel & Tourism,travel_agency,Beirut,LB,,33.8955124,35.4911775,+9611354333,,https://www.cts.com.lb/,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Worldwide Travel and Tourism,travel_agency,Beirut,LB,"ndjos, Bayrut, Lebanon",33.893791300000004,35.5017767,01 366 505,,http://www.worldwidetravel-lb.com/,True,,,4.5,15,3,medium,SEO audit + visibility upgrade,google_places|osm,2026-05-04T11:47:22.394171Z
Newtown Specialty Coffee Roasters,coffee_shop,North Lebanon,LB,Mina، Lebanon,34.4433636,35.826065,06 225 002,,http://www.newtowncoffee.com/,True,,,4.5,409,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places|osm,2026-05-04T11:47:22.394171Z
فريحة ميديا,advertising_agency,Beirut,LB,"شارع ألفريد نقاش, بيروت",33.8900113,35.5206627,+961 1 201 740,info@frayhamedia.com,http://www.frayhamedia.com,True,,,,,4,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
سوزوكي دراجات نارية,company,Beirut,LB,Rue Fouad Chéhab,33.8757853,35.5409856,+9611496565,,https://suzukimotorcycleslebanon.com/,False,,,,,3,low,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
محمصة الرفاعي,convenience,Beirut,LB,Fouad Shehab Street,33.8701108,35.5418662,+9611495779,,https://store.alrifai.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
بنك بيروت,bank,Beirut,LB,"شارع فؤاد شهاب, سن الفيل",33.8721561,35.5415018,+961 5 955 262,,https://www.bankofbeirut.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Byblos Bank,bank,Beirut,LB,Fouad Shehab Street,33.8723424,35.5414423,+9611485241,,http://www.byblosbank.com.lb,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
جورج نصر,department_store,Beirut,LB,"62, شارع 111, الدكوانة",33.877589,35.5411033,+9611482462,,http://www.georgesnassr.com,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Securite Assurance Head Office,service,Beirut,LB,"Fouad Chehab Avenue Gedco 3 Center 2nd Floor، Dekouaneh, Lebanon",33.8749859,35.5411424,01 517 100,,https://www.securiteassurance.com/,True,,,3.4,140,3,low,Reputation + SEO turnaround,google_places|osm,2026-05-04T11:47:22.394171Z
جمعية توحيد شباب لبنان,company,Mount Lebanon,LB,Debbiyeh highway,33.6820714,35.4643042,+9617985210,,https://unitelebanonyouth.org,True,,,,,3,low,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
معمل التغذية,company,Mount Lebanon,LB,Debbiyeh Highway,33.6828797,35.4608286,+9615808808,,http://www.altaghziah.com/,True,,,,,3,low,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
بوظة بشير,ice_cream,Beirut,LB,"1 طريق, سنّ الفيل",33.8747824,35.5408333,+9611497110,,https://www.bachir.com,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
رفيق بواب,company,Mount Lebanon,LB,Debbiyeh,33.6826868,35.4622447,+9611340999,,http://raficbawabco.com,True,,,,,3,low,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
مركز الدامور الطبي,clinic,Mount Lebanon,LB,الدامور,33.7286373,35.4546761,+9615603603,,http://damour-mc.com,True,,,,,3,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Margherita,restaurant,Mount Lebanon,LB,,33.986053,35.6345658,+961 9 830 816,,https://www.pizzeriamargherita.com/,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Microcity Computer Shop,computer,Beirut,LB,,33.8664176,35.4871994,+9611835478,,https://gomicrocity.com,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Dprime Solutions,advertising_agency,Mount Lebanon,LB,"Mirna Chalouhi Highway, بوشرية",33.8888922,35.5542793,+9611255420,info@dprime-solutions.com,https://dprime-solutions.com/,False,,,,,4,high,Website rebuild + maintenance,osm,2026-05-04T11:47:22.388875Z
ampm,convenience,Beirut,LB,"Achrafieh-Charles Malek Avenue, Beyrouth",33.8920996,35.5194517,+961 1 320 140,,https://www.facebook.com/pg/ampmmarketbeirut/posts/,True,,,,,3,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Le Lycee National,school,Mount Lebanon,LB,,33.79721,35.4926084,+9615805500,,http://le-lycee-national.edu.lb,True,,,,,2,medium,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
Cube 3DP,computer,Mount Lebanon,LB,,33.860424,35.578392,+9614535745,,https://cube3dp.com,True,,,,,2,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
"Hajj Medical Center-Medical & Dental Clinics Naccache - Dr. Marcel Hajj, Dr. Gregory Hage (Allergy-Diet-Fat Free-Exosome)",medical_center,Mount Lebanon,LB,"Naccache, Green Zone A, bldg, Ground floor, 71, النقاش، Lebanon",33.9285959,35.5966253,04 520 065,,http://linktr.ee/hajj.medical.center,True,,,5,162,3,high,Discovery call - scope the right service,google_places|osm,2026-05-04T11:47:22.394171Z
جمعية الأمل والعطاء الخيرية,clinic,Mount Lebanon,LB,برجا,33.6388946,35.4276132,+9617921080,amalataa@outlook.com,https://www.amalataa.org/,True,https://www.facebook.com/pg/Amal.Ataa.barja,,,,5,high,SEO audit + visibility upgrade,osm,2026-05-04T11:47:22.388875Z
